tag_id,name,category,count,zh_name,zh_name_2,source,confidence,note,donmai_url,api_status
101,open_clothes,0,0,敞开的衣服,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/open_clothes,
102,on_back,0,0,仰躺,仰卧躺|面朝上|在背上,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/on_back,
103,dark_skin,0,0,褐色皮肤,暗黑皮肤,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/dark_skin,
104,full_body,0,0,全身|画出了全身,全身|全景镜头,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/full_body,
105,armpits,0,0,腋下,腋窝,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/armpits,
106,black_gloves,0,0,黑色手套,黑手套,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_gloves,
107,black_thighhighs,0,0,黑色丝袜,黑色大腿袜,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_thighhighs,
108,red_hair,0,0,红发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/red_hair,
109,genshin_impact,0,0,原神,,boorutagcart,medium,,https://danbooru.donmai.us/wiki_pages/genshin_impact,
110,mole,0,0,痣,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/mole,
111,hair_ribbon,0,0,发绳,发丝带,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hair_ribbon,
112,looking_back,0,0,回眸,向后看|回头看|回眸|视线,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/looking_back,
113,feet,0,0,脚,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/feet,
114,from_behind,0,0,背影,从后面拍|后视镜头,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/from_behind,
115,pointy_ears,0,0,妖精耳,尖尖的耳朵,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pointy_ears,
116,hololive,0,0,虚拟主播，虚拟YouTuber,,boorutagcart,medium,,https://danbooru.donmai.us/wiki_pages/hololive,
117,clothes_lift,0,0,掀起衣物,掀起衣服,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/clothes_lift,
118,bra,0,0,胸罩,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/bra,
119,hairband,0,0,发箍,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hairband,
120,bar_censor,0,0,黑条打码,胸罩遮挡,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/bar_censor,
121,leotard,0,0,紧身连身衣裤|芭蕾服,紧身连体衣|舞衣,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/leotard,
122,flower,0,0,花,花朵|物品,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/flower,
123,uncensored,0,0,无修正,未审查,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/uncensored,
124,closed_eyes,0,0,闭上的眼睛,闭眼睛,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/closed_eyes,
125,shorts,0,0,短裤,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/shorts,
126,pubic_hair,0,0,阴毛,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pubic_hair,
127,nail_polish,0,0,指甲油,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/nail_polish,
128,fate_(series),0,0,命运（系列）,,boorutagcart,medium,,https://danbooru.donmai.us/wiki_pages/fate_(series),
129,medium_hair,0,0,中等长发,中长发|齐肩,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/medium_hair,
130,school_uniform,0,0,校服,学校制服,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/school_uniform,
131,elbow_gloves,0,0,长手套,肘部手套,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/elbow_gloves,
132,toes,0,0,脚趾,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/toes,
133,upper_body,0,0,上半身,上半身|中近景镜头,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/upper_body,
134,anus,0,0,肛门,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/anus,
135,day,0,0,白天,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/day,
136,pov,0,0,第一人称视角,第一人称视角镜头,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pov,
137,sky,0,0,天空,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sky,
138,black_panties,0,0,黑色内裤,黑色女式内裤,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_panties,
139,sleeveless,0,0,无袖,无袖装,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sleeveless,
140,white_thighhighs,0,0,白色丝袜,白色大腿袜,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/white_thighhighs,
141,dark-skinned_female,0,0,深色皮肤女性|褐色娘|棕色萝莉,黑褐色女性; 褐色娘,boorutagcart,medium,api_han_candidates,https://danbooru.donmai.us/wiki_pages/dark-skinned_female,ok
142,:d,0,0,开口大笑,:d,emoticon,medium,,https://danbooru.donmai.us/wiki_pages/%3Ad,
143,azur_lane,0,0,（碧蓝航线）游戏,,boorutagcart,medium,,https://danbooru.donmai.us/wiki_pages/azur_lane,
144,short_sleeves,0,0,短袖,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/short_sleeves,
145,blunt_bangs,0,0,直刘海,齐刘海,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/blunt_bangs,
146,skindentation,0,0,皮肤的凹陷,凹陷,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/skindentation,
147,detached_sleeves,0,0,分离袖子,可拆卸袖子,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/detached_sleeves,
148,white_panties,0,0,白色内裤,白色女式内裤,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/white_panties,
149,streaked_hair,0,0,有其他颜色条纹的头发,发色挑染,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/streaked_hair,
150,pleated_skirt,0,0,百褶裙,褶皱裙,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pleated_skirt,
151,covered_nipples,0,0,激凸的乳头|隐约可见的乳头,盖着的乳头|激凸,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/covered_nipples,
152,rabbit_ears,0,0,兔耳朵,兔耳,boorutagcart,medium,api_han_candidates,https://danbooru.donmai.us/wiki_pages/rabbit_ears,ok
153,frills,0,0,花边,褶边,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/frills,
154,blurry,0,0,模糊的,模糊（反向）,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/blurry,
155,fate/grand_order,0,0,命运/大订单,,boorutagcart,medium,,https://danbooru.donmai.us/wiki_pages/fate/grand_order,
156,hairclip,0,0,发夹,小发夹,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hairclip,
157,speech_bubble,0,0,对话框|会话气泡,对话框,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/speech_bubble,
158,off_shoulder,0,0,露肩式,露肩装,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/off_shoulder,
159,arms_up,0,0,举起手,举起双手,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/arms_up,
160,symbol-shaped_pupils,0,0,符号形瞳孔,符号形状的瞳孔,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/symbol-shaped_pupils,
161,wet,0,0,湿透的|沾湿的,湿透的,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/wet,
162,hair_over_one_eye,0,0,头发遮住了一只眼睛,头发遮住一只眼睛,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hair_over_one_eye,
163,one_eye_closed,0,0,闭着一只眼,闭一只眼睛,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/one_eye_closed,
164,pussy_juice,0,0,爱液|淫水,阴部液体,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pussy_juice,
165,white_gloves,0,0,白手套,白色手套,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/white_gloves,
166,hair_bow,0,0,蝴蝶结发圈,蝴蝶结发饰,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hair_bow,
167,highleg,0,0,高开衩的衣物,高叉露腰,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/highleg,
168,animal_ear_fluff,0,0,耳绒毛,动物耳朵绒毛,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/animal_ear_fluff,
169,black_choker,0,0,黑色项链,黑项圈,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_choker,
170,hand_up,0,0,抬起手,举手,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hand_up,
171,groin,0,0,腹股沟|耻丘,腹股沟|鼠蹊部,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/groin,
172,on_bed,0,0,在床上,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/on_bed,
173,cum_in_pussy,0,0,内射|中出,精液射在阴部,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/cum_in_pussy,
174,two-tone_hair,0,0,双色头发,双发,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/two-tone_hair,
175,legs,0,0,双腿,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/legs,
176,fake_animal_ears,0,0,仿制的动物耳朵,人造动物耳朵,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/fake_animal_ears,
177,black_skirt,0,0,黑色短裙,黑色裙子,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_skirt,
178,erection,0,0,勃起,勃起|禁,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/erection,
179,sideboob,0,0,侧乳,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sideboob,
180,female_pubic_hair,0,0,女性阴毛,,danbooru_api_other_names,high,api_single_han_candidate,https://danbooru.donmai.us/wiki_pages/female_pubic_hair,ok
181,midriff,0,0,腹部,腰部|中腹部|肚子,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/midriff,
182,hair_flower,0,0,头发上别着花,发花,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hair_flower,
183,soles,0,0,脚底,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/soles,
184,shiny_skin,0,0,有光泽的皮肤,闪亮的皮肤,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/shiny_skin,
185,black_bikini,0,0,黑色比基尼,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_bikini,
186,covered_navel,0,0,隐约入目的肚脐,盖着的肚脐,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/covered_navel,
187,high_heels,0,0,高跟鞋,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/high_heels,
188,thigh_strap,0,0,大腿缠着带子,大腿绑带,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/thigh_strap,
189,mole_under_eye,0,0,眼角有痣,泪痣,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/mole_under_eye,
190,saliva,0,0,唾液,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/saliva,
191,bowtie,0,0,领结,蝴蝶领结,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/bowtie,
192,pillow,0,0,枕头,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pillow,
193,english_text,0,0,英语,英文文本,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/english_text,
194,green_hair,0,0,绿发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/green_hair,
195,hair_bun,0,0,发髻|团子头,丸子头|发髻,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hair_bun,
196,crop_top,0,0,露腹短上衣,露脐上衣|有袖,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/crop_top,
197,collar,0,0,项圈,衣领,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/collar,
198,multiple_views,0,0,多角度|多姿势,三视图|多视图,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/multiple_views,
199,see-through_clothes,0,0,透明服装,,tagsuggest,high,,https://danbooru.donmai.us/wiki_pages/see-through_clothes,
200,collared_shirt,0,0,翻领衬衫,有领衬衫,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/collared_shirt,
201,yuri,0,0,百合,女同|百合,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/yuri,
202,black_pantyhose,0,0,黑丝,黑色连裤袜,danbooru_api_other_names,high,api_single_han_candidate,https://danbooru.donmai.us/wiki_pages/black_pantyhose,ok
203,fang,0,0,虎牙,一颗尖上牙|虎牙,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/fang,
204,pink_eyes,0,0,粉红色的眼睛,粉红眼睛,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pink_eyes,
205,cat_ears,0,0,猫耳,猫耳朵,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/cat_ears,
206,thick_thighs,0,0,肉腿,粗大的大腿,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/thick_thighs,
207,grin,0,0,露齿笑,咧嘴笑,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/grin,
208,wings,0,0,翅膀,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/wings,
209,water,0,0,水,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/water,
210,detached_collar,0,0,假领,分离式衣领,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/detached_collar,
211,pants,0,0,裤子,长裤,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pants,
212,fingernails,0,0,指甲,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/fingernails,
213,testicles,0,0,睾丸,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/testicles,
214,glasses,0,0,眼镜|眼镜娘,眼镜,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/glasses,
215,sex_from_behind,0,0,后入,后入式,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sex_from_behind,
216,weapon,0,0,武器|兵器,武器,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/weapon,
217,cum_on_body,0,0,射在身上,精液射在身体上,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/cum_on_body,
218,oral,0,0,口交,口交|禁,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/oral,
219,arm_up,0,0,举着手,举起手臂,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/arm_up,
220,socks,0,0,袜子,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/socks,
221,necktie,0,0,领带,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/necktie,
222,strapless,0,0,无肩带款式,无肩带的,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/strapless,
223,groping,0,0,猥亵,抚摸,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/groping,
224,blurry_background,0,0,模糊的背景,模糊背景|虚化背景,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/blurry_background,
225,from_side,0,0,角色的侧面,从侧面拍|侧视镜头,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/from_side,
226,necklace,0,0,项链,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/necklace,
227,grey_background,0,0,灰色背景,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/grey_background,
228,monochrome,0,0,单色画,单色图|黑白画,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/monochrome,
229,bare_arms,0,0,裸臂,光膀子|裸臂,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/bare_arms,
230,black_dress,0,0,黑色连衣裙,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_dress,
231,bed_sheet,0,0,床单,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/bed_sheet,
232,blue_sky,0,0,蓝天,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/blue_sky,
233,playboy_bunny,0,0,兔女郎,,danbooru_api_other_names,high,api_single_han_candidate,https://danbooru.donmai.us/wiki_pages/playboy_bunny,ok
234,miniskirt,0,0,迷你裙,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/miniskirt,
235,heart-shaped_pupils,0,0,心形瞳孔|心形眼,心形瞳孔,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/heart-shaped_pupils,
